PlanetID,StarName,M_sol,L_sol,SMA_AU,Mp_MEarth,Rp_REarth,ecc,NDet,P_yr,HZ
HD 115617_61,HD 115617,0.97,0.826,2.806,3.041,1.807,0.038,10,4.772,False
HD 115617_68,HD 115617,0.97,0.826,1.327,0.133,0.618,0.143,10,1.552,True
HD 128167_12,HD 128167,1.39,3.182,2.807,4.811,2.012,0.367,12,3.989,False
HD 128167_15,HD 128167,1.39,3.182,1.96,2.428,1.06,0.39,7,2.327,False
HD 128167_16,HD 128167,1.39,3.182,4.604,14.15,3.373,0.385,33,8.379,False
HD 128167_17,HD 128167,1.39,3.182,1.591,4.791,1.671,0.235,23,1.702,False
HD 128167_26,HD 128167,1.39,3.182,0.987,0.395,0.883,0.21,11,0.832,False
HD 128167_28,HD 128167,1.39,3.182,1.944,10.04,2.285,0.194,36,2.299,True
HD 128167_31,HD 128167,1.39,3.182,1.15,1.22,1.485,0.183,10,1.046,False
HD 128167_32,HD 128167,1.39,3.182,0.961,1.125,1.019,0.182,9,0.799,False
HD 128167_35,HD 128167,1.39,3.182,3.593,11.53,2.331,0.297,35,5.777,False
HD 128167_38,HD 128167,1.39,3.182,1.504,4.75,1.994,0.949,30,1.564,False
HD 128167_44,HD 128167,1.39,3.182,1.473,2.994,1.055,0.102,13,1.516,False
HD 128167_45,HD 128167,1.39,3.182,2.777,7.644,2.279,0.272,36,3.925,False
HD 128167_47,HD 128167,1.39,3.182,3.833,14.11,2.965,0.441,6,6.365,False
HD 128167_51,HD 128167,1.39,3.182,1.51,6.333,2.146,0.119,13,1.574,False
HD 128167_53,HD 128167,1.39,3.182,0.995,3.923,1.385,0.536,2,0.842,False
HD 128167_9,HD 128167,1.39,3.182,1.338,8.349,2.276,0.239,18,1.313,False
HD 128620_1,HD 128620,1.11,1.521,0.1,1.578,0.808,0.502,13,0.03,False
HD 128620_13,HD 128620,1.11,1.521,1.289,3.497,1.576,0.407,20,1.389,False
HD 128620_14,HD 128620,1.11,1.521,0.245,3.644,1.304,0.431,28,0.115,False
HD 128620_16,HD 128620,1.11,1.521,0.246,0.373,0.796,0.276,36,0.116,False
HD 128620_17,HD 128620,1.11,1.521,0.121,7.241,2.632,0.381,18,0.04,False
HD 128620_19,HD 128620,1.11,1.521,0.348,0.173,0.507,0.37,36,0.195,False
HD 128620_2,HD 128620,1.11,1.521,0.57,8.705,2.343,0.12,36,0.408,False
HD 128620_20,HD 128620,1.11,1.521,1.389,2.548,1.632,0.268,14,1.554,True
HD 128620_23,HD 128620,1.11,1.521,0.1,1.426,1.201,0.26,14,0.03,False
HD 128620_24,HD 128620,1.11,1.521,0.117,12.47,3.254,0.266,28,0.038,False
HD 128620_25,HD 128620,1.11,1.521,0.24,0.515,1.005,0.512,36,0.112,False
HD 128620_26,HD 128620,1.11,1.521,0.632,2.199,1.653,0.677,36,0.477,False
HD 128620_27,HD 128620,1.11,1.521,0.392,8.937,2.984,0.549,36,0.233,False
HD 128620_28,HD 128620,1.11,1.521,0.472,2.093,1.087,0.163,35,0.308,False
HD 128620_30,HD 128620,1.11,1.521,1.625,3.254,1.787,0.25,16,1.966,True
HD 128620_31,HD 128620,1.11,1.521,0.28,0.209,0.755,0.438,30,0.141,False
HD 128620_33,HD 128620,1.11,1.521,0.606,4.684,2.116,0.263,36,0.448,False
HD 128620_37,HD 128620,1.11,1.521,0.716,0.374,0.862,0.292,27,0.575,False
HD 128620_41,HD 128620,1.11,1.521,1.973,1.609,1.787,0.274,1,2.63,False
HD 128620_42,HD 128620,1.11,1.521,0.156,1.741,0.713,0.318,36,0.058,False
HD 128620_43,HD 128620,1.11,1.521,0.404,9.822,2.647,0.259,36,0.244,False
HD 128620_44,HD 128620,1.11,1.521,0.105,0.042,0.53,0.716,20,0.032,False
HD 128620_45,HD 128620,1.11,1.521,0.614,3.372,1.255,0.142,26,0.457,False
HD 128620_48,HD 128620,1.11,1.521,1.857,5.587,2.025,0.821,3,2.402,False
HD 128620_49,HD 128620,1.11,1.521,1.69,0.385,1.195,0.574,15,2.085,False
HD 128620_51,HD 128620,1.11,1.521,4.552,19.09,2.767,0.11,5,9.218,False
HD 128620_52,HD 128620,1.11,1.521,0.546,1.612,1.072,0.389,29,0.383,False
HD 128620_56,HD 128620,1.11,1.521,0.309,2.272,1.57,0.31,36,0.163,False
HD 128620_57,HD 128620,1.11,1.521,0.629,0.999,0.941,0.221,36,0.473,False
HD 128620_6,HD 128620,1.11,1.521,0.927,3.96,2.086,0.448,36,0.847,False
HD 128620_60,HD 128620,1.11,1.521,0.418,5.751,2.703,0.443,36,0.257,False
HD 128620_62,HD 128620,1.11,1.521,0.276,3.925,1.664,0.594,36,0.138,False
HD 128620_63,HD 128620,1.11,1.521,1.793,19.9,3.151,0.336,13,2.279,False
HD 128620_64,HD 128620,1.11,1.521,0.324,4.147,1.78,0.311,28,0.175,False
HD 128620_66,HD 128620,1.11,1.521,1.591,2.46,1.241,0.555,9,1.905,False
HD 128620_70,HD 128620,1.11,1.521,0.394,4.742,2.099,0.175,29,0.235,False
HD 128620_71,HD 128620,1.11,1.521,1.531,5.32,1.877,0.134,18,1.798,True
HD 128620_75,HD 128620,1.11,1.521,0.157,0.032,0.531,0.17,36,0.059,False
HD 128620_78,HD 128620,1.11,1.521,0.146,0.197,0.5,0.281,36,0.053,False
HD 128620_79,HD 128620,1.11,1.521,0.17,0.631,0.57,0.352,29,0.067,False
HD 128621_0,HD 128621,0.94,0.503,0.202,5.787,2.483,0.263,36,0.094,False
HD 128621_11,HD 128621,0.94,0.503,0.494,5.257,1.633,0.141,35,0.358,False
HD 128621_15,HD 128621,0.94,0.503,0.571,0.364,0.622,0.288,23,0.445,False
HD 128621_17,HD 128621,0.94,0.503,1.487,15.77,2.941,0.062,20,1.87,False
HD 128621_19,HD 128621,0.94,0.503,0.762,3.334,1.405,0.194,29,0.686,True
HD 128621_23,HD 128621,0.94,0.503,0.1,1.388,0.932,0.278,22,0.033,False
HD 128621_24,HD 128621,0.94,0.503,0.82,3.025,1.591,0.204,36,0.766,True
HD 128621_26,HD 128621,0.94,0.503,0.492,9.68,2.711,0.213,29,0.356,False
HD 128621_27,HD 128621,0.94,0.503,0.947,0.149,0.854,0.487,24,0.951,False
HD 128621_28,HD 128621,0.94,0.503,0.553,1.416,1.4,0.268,27,0.424,False
HD 128621_34,HD 128621,0.94,0.503,0.293,5.295,2.214,0.175,36,0.164,False
HD 128621_35,HD 128621,0.94,0.503,0.909,0.096,0.509,0.104,11,0.894,True
HD 128621_38,HD 128621,0.94,0.503,0.257,1.48,1.174,0.314,31,0.134,False
HD 128621_4,HD 128621,0.94,0.503,0.538,7.33,2.393,0.124,36,0.407,False
HD 128621_40,HD 128621,0.94,0.503,1.437,11.14,2.727,0.39,15,1.777,False
HD 128621_43,HD 128621,0.94,0.503,2.228,0.655,0.945,0.422,2,3.43,False
HD 128621_46,HD 128621,0.94,0.503,1.65,14.11,2.939,0.14,14,2.186,False
HD 128621_48,HD 128621,0.94,0.503,0.113,22.67,3.083,0.22,24,0.039,False
HD 128621_49,HD 128621,0.94,0.503,0.238,1.196,1.173,0.426,36,0.12,False
HD 128621_5,HD 128621,0.94,0.503,0.1,18.5,2.178,0.37,24,0.033,False
HD 128621_51,HD 128621,0.94,0.503,1.186,1.495,0.955,0.177,24,1.332,False
HD 128621_54,HD 128621,0.94,0.503,0.221,1.554,1.04,0.264,36,0.107,False
HD 128621_56,HD 128621,0.94,0.503,0.516,0.829,1.071,0.221,36,0.382,False
HD 128621_58,HD 128621,0.94,0.503,0.886,1.426,1.099,0.555,7,0.86,False
HD 128621_59,HD 128621,0.94,0.503,0.383,0.263,0.654,0.068,36,0.244,False
HD 128621_65,HD 128621,0.94,0.503,1.094,7.755,1.901,0.184,24,1.18,False
HD 128621_67,HD 128621,0.94,0.503,1.882,0.254,0.748,0.342,8,2.663,False
HD 128621_73,HD 128621,0.94,0.503,1.311,0.123,0.569,0.453,16,1.548,False
HD 128621_76,HD 128621,0.94,0.503,0.1,3.028,1.374,0.256,16,0.033,False
HD 128621_78,HD 128621,0.94,0.503,0.982,9.122,2.033,0.509,22,1.004,False
HD 128621_79,HD 128621,0.94,0.503,0.537,0.105,0.5,0.287,22,0.406,False
HD 128621_8,HD 128621,0.94,0.503,0.1,0.24,0.685,0.139,12,0.033,False
HD 128621_81,HD 128621,0.94,0.503,1.006,0.133,0.569,0.248,12,1.041,False
HD 128621_89,HD 128621,0.94,0.503,0.957,4.089,1.818,0.635,25,0.966,False
HD 128621_9,HD 128621,0.94,0.503,0.765,3.342,1.476,0.505,36,0.69,False
HD 131156 A_12,HD 131156 A,0.96,0.553,1.373,4.97,1.381,0.177,36,1.642,False
HD 131156 A_14,HD 131156 A,0.96,0.553,1.415,5.81,1.919,0.166,27,1.718,False
HD 131156 A_15,HD 131156 A,0.96,0.553,0.958,6.671,2.416,0.207,36,0.957,True
HD 131156 A_17,HD 131156 A,0.96,0.553,3.353,9.736,3.171,0.463,36,6.266,False
HD 131156 A_21,HD 131156 A,0.96,0.553,1.981,2.552,1.127,0.379,2,2.846,False
HD 131156 A_22,HD 131156 A,0.96,0.553,2.572,11.16,2.708,0.096,15,4.21,False
HD 131156 A_24,HD 131156 A,0.96,0.553,1.307,6.072,2.246,0.224,36,1.525,False
HD 131156 A_25,HD 131156 A,0.96,0.553,0.979,0.052,0.5,0.215,12,0.989,True
HD 131156 A_26,HD 131156 A,0.96,0.553,6.16,13.61,3.028,0.334,28,15.604,False
HD 131156 A_29,HD 131156 A,0.96,0.553,1.02,2.885,1.137,0.466,32,1.051,False
HD 131156 A_32,HD 131156 A,0.96,0.553,1.134,5.804,1.931,0.236,18,1.232,False
HD 131156 A_34,HD 131156 A,0.96,0.553,1.008,7.174,3.244,0.381,36,1.033,False
HD 131156 A_36,HD 131156 A,0.96,0.553,0.815,2.506,1.405,0.482,21,0.751,False
HD 131156 A_38,HD 131156 A,0.96,0.553,2.091,5.352,1.841,0.368,36,3.086,False
HD 131156 A_39,HD 131156 A,0.96,0.553,1.485,0.141,1.061,0.348,27,1.847,False
HD 131156 A_44,HD 131156 A,0.96,0.553,1.072,1.145,0.923,0.132,36,1.133,True
HD 131156 A_5,HD 131156 A,0.96,0.553,3.393,5.472,1.986,0.068,21,6.379,False
HD 131156 A_54,HD 131156 A,0.96,0.553,2.68,3.837,1.228,0.143,22,4.478,False
HD 131156 A_55,HD 131156 A,0.96,0.553,0.635,0.495,0.802,0.294,6,0.516,False
HD 131156 A_58,HD 131156 A,0.96,0.553,1.467,3.634,1.827,0.414,29,1.813,False
HD 131156 A_6,HD 131156 A,0.96,0.553,0.484,5.738,1.89,0.551,23,0.344,False
HD 131156 A_61,HD 131156 A,0.96,0.553,1.088,7.447,2.557,0.177,36,1.158,True
HD 131156 A_63,HD 131156 A,0.96,0.553,1.223,4.893,1.811,0.193,27,1.38,False
HD 131156 A_64,HD 131156 A,0.96,0.553,1.768,0.716,0.595,0.607,2,2.399,False
HD 131156 A_65,HD 131156 A,0.96,0.553,5.01,4.395,1.976,0.359,6,11.445,False
HD 131156 A_67,HD 131156 A,0.96,0.553,0.89,0.128,0.513,0.223,11,0.857,True
HD 131156 A_73,HD 131156 A,0.96,0.553,5.235,2.913,1.882,0.51,3,12.225,False
HD 131156 A_74,HD 131156 A,0.96,0.553,2.052,5.078,1.902,0.404,9,3.0,False
HD 131156 A_75,HD 131156 A,0.96,0.553,2.065,10.16,2.415,0.381,12,3.029,False
HD 131156 A_76,HD 131156 A,0.96,0.553,0.368,0.492,0.699,0.181,5,0.228,False
HD 131156 A_8,HD 131156 A,0.96,0.553,0.593,10.31,3.031,0.16,36,0.466,False
HD 131156 A_81,HD 131156 A,0.96,0.553,4.481,3.132,1.569,0.497,5,9.681,False
HD 131156 A_82,HD 131156 A,0.96,0.553,0.597,4.616,2.608,0.19,20,0.471,False
HD 131156 A_84,HD 131156 A,0.96,0.553,0.583,5.383,1.265,0.415,28,0.454,False
HD 131156 A_87,HD 131156 A,0.96,0.553,0.98,2.273,1.265,0.328,6,0.99,True
HD 131156 A_88,HD 131156 A,0.96,0.553,0.378,3.225,1.645,0.366,10,0.237,False
HD 131156 A_89,HD 131156 A,0.96,0.553,0.792,1.355,1.016,0.514,21,0.719,False
HD 131156 A_90,HD 131156 A,0.96,0.553,0.511,0.072,0.544,0.302,21,0.373,False
HD 131156 A_91,HD 131156 A,0.96,0.553,0.812,8.094,1.802,0.103,36,0.747,True
HD 131156 A_97,HD 131156 A,0.96,0.553,2.038,1.718,0.984,0.464,8,2.969,False
HD 131156 A_98,HD 131156 A,0.96,0.553,0.768,7.327,1.949,0.264,20,0.687,True
HD 131977_10,HD 131977,0.72,0.222,0.449,1.456,1.436,0.645,22,0.355,False
HD 131977_11,HD 131977,0.72,0.222,1.24,6.971,2.051,0.177,18,1.627,False
HD 131977_13,HD 131977,0.72,0.222,0.584,0.405,0.721,0.463,7,0.526,False
HD 131977_14,HD 131977,0.72,0.222,1.414,6.234,2.652,0.438,36,1.982,False
HD 131977_15,HD 131977,0.72,0.222,1.474,0.32,0.846,0.185,9,2.109,False
HD 131977_19,HD 131977,0.72,0.222,0.93,0.147,0.612,0.383,18,1.057,False
HD 131977_20,HD 131977,0.72,0.222,1.134,7.003,2.747,0.304,34,1.423,False
HD 131977_21,HD 131977,0.72,0.222,1.001,8.742,2.51,0.082,22,1.18,False
HD 131977_26,HD 131977,0.72,0.222,1.371,0.317,0.7,0.054,7,1.892,False
HD 131977_34,HD 131977,0.72,0.222,0.497,1.004,0.82,0.195,33,0.413,True
HD 131977_35,HD 131977,0.72,0.222,3.455,9.128,2.564,0.429,10,7.568,False
HD 131977_4,HD 131977,0.72,0.222,0.727,1.061,1.139,0.325,34,0.731,False
HD 131977_42,HD 131977,0.72,0.222,0.587,2.103,1.397,0.334,24,0.53,True
HD 131977_44,HD 131977,0.72,0.222,2.565,4.1,1.624,0.477,20,4.841,False
HD 131977_46,HD 131977,0.72,0.222,1.55,0.136,0.845,0.293,9,2.274,False
HD 131977_47,HD 131977,0.72,0.222,2.205,2.029,1.318,0.162,21,3.859,False
HD 131977_49,HD 131977,0.72,0.222,1.09,9.93,2.88,0.564,36,1.341,False
HD 131977_5,HD 131977,0.72,0.222,0.545,9.25,2.475,0.34,24,0.474,True
HD 131977_50,HD 131977,0.72,0.222,0.894,0.82,1.171,0.069,36,0.996,False
HD 131977_51,HD 131977,0.72,0.222,2.678,9.916,2.381,0.324,26,5.165,False
HD 131977_53,HD 131977,0.72,0.222,1.522,4.311,1.555,0.338,28,2.213,False
HD 131977_56,HD 131977,0.72,0.222,0.416,3.549,1.147,0.05,7,0.316,True
HD 131977_57,HD 131977,0.72,0.222,0.952,1.486,0.966,0.194,24,1.095,False
HD 131977_6,HD 131977,0.72,0.222,1.07,0.173,0.594,0.67,10,1.304,False
HD 131977_61,HD 131977,0.72,0.222,1.121,0.103,0.701,0.314,22,1.399,False
HD 131977_62,HD 131977,0.72,0.222,1.811,19.78,3.172,0.311,26,2.872,False
HD 131977_64,HD 131977,0.72,0.222,0.915,0.242,0.54,0.193,15,1.031,False
HD 131977_67,HD 131977,0.72,0.222,1.88,1.882,1.297,0.207,21,3.038,False
HD 131977_68,HD 131977,0.72,0.222,2.227,3.817,1.527,0.352,15,3.917,False
HD 131977_69,HD 131977,0.72,0.222,2.891,2.667,1.885,0.081,36,5.793,False
HD 131977_7,HD 131977,0.72,0.222,0.741,5.237,1.678,0.357,12,0.752,False
HD 131977_71,HD 131977,0.72,0.222,1.015,6.975,2.395,0.49,36,1.205,False
HD 131977_73,HD 131977,0.72,0.222,1.167,3.838,1.999,0.345,36,1.486,False
HD 131977_74,HD 131977,0.72,0.222,3.238,28.17,3.246,0.333,36,6.867,False
HD 131977_78,HD 131977,0.72,0.222,0.411,1.158,1.129,0.688,23,0.311,False
HD 131977_9,HD 131977,0.72,0.222,2.13,0.28,0.693,0.369,3,3.664,False
HD 134083_11,HD 134083,1.33,3.255,0.978,12.79,3.054,0.464,9,0.839,False
HD 134083_15,HD 134083,1.33,3.255,2.854,1.466,1.407,0.302,11,4.181,False
HD 134083_16,HD 134083,1.33,3.255,2.51,0.939,0.965,0.624,5,3.448,False
HD 134083_17,HD 134083,1.33,3.255,1.622,0.201,0.797,0.283,7,1.791,False
HD 134083_18,HD 134083,1.33,3.255,3.345,2.933,1.648,0.462,21,5.305,False
HD 134083_2,HD 134083,1.33,3.255,1.26,6.339,3.209,0.383,8,1.226,False
HD 134083_26,HD 134083,1.33,3.255,1.116,2.738,1.554,0.319,6,1.022,False
HD 134083_32,HD 134083,1.33,3.255,1.453,1.077,0.864,0.176,5,1.519,False
HD 134083_34,HD 134083,1.33,3.255,1.541,16.49,2.75,0.385,22,1.659,False
HD 134083_35,HD 134083,1.33,3.255,2.48,4.891,1.676,0.373,15,3.387,False
HD 134083_41,HD 134083,1.33,3.255,1.848,3.78,1.596,0.279,7,2.178,False
HD 134083_47,HD 134083,1.33,3.255,1.474,1.378,1.016,0.109,13,1.552,False
HD 134083_5,HD 134083,1.33,3.255,2.579,5.251,2.407,0.779,1,3.591,False
HD 134083_55,HD 134083,1.33,3.255,2.345,1.207,1.184,0.172,18,3.114,True
HD 134083_57,HD 134083,1.33,3.255,4.237,13.24,2.76,0.128,26,7.562,False
HD 134083_62,HD 134083,1.33,3.255,1.058,2.973,1.429,0.489,2,0.944,False
HD 134083_64,HD 134083,1.33,3.255,3.234,20.51,3.275,0.469,12,5.043,False
HD 136352_1,HD 136352,1.02,1.029,1.288,2.274,1.423,0.13,28,1.447,True
HD 136352_19,HD 136352,1.02,1.029,0.864,0.42,0.729,0.3,11,0.795,False
HD 136352_21,HD 136352,1.02,1.029,0.849,8.881,2.318,0.375,9,0.775,False
HD 136352_22,HD 136352,1.02,1.029,0.78,0.28,0.573,0.323,2,0.682,False
HD 136352_24,HD 136352,1.02,1.029,0.746,7.348,2.908,0.413,13,0.638,False
HD 136352_25,HD 136352,1.02,1.029,0.772,6.911,2.172,0.388,7,0.672,False
HD 136352_26,HD 136352,1.02,1.029,4.443,10.2,2.017,0.556,28,9.273,False
HD 136352_32,HD 136352,1.02,1.029,4.192,7.692,2.217,0.37,36,8.498,False
HD 136352_36,HD 136352,1.02,1.029,1.799,22.36,2.824,0.405,36,2.389,False
HD 136352_38,HD 136352,1.02,1.029,1.476,0.197,0.855,0.113,3,1.776,True
HD 136352_40,HD 136352,1.02,1.029,1.065,3.293,1.786,0.393,16,1.088,False
HD 136352_44,HD 136352,1.02,1.029,1.311,1.292,1.037,0.38,5,1.486,False
HD 136352_47,HD 136352,1.02,1.029,0.903,7.597,2.324,0.163,11,0.85,False
HD 136352_54,HD 136352,1.02,1.029,2.66,0.48,1.023,0.843,4,4.296,False
HD 136352_58,HD 136352,1.02,1.029,2.005,1.696,0.972,0.174,18,2.811,False
HD 136352_6,HD 136352,1.02,1.029,1.581,0.149,0.755,0.25,11,1.968,False
HD 136352_61,HD 136352,1.02,1.029,3.867,2.859,1.866,0.498,8,7.529,False
HD 136352_66,HD 136352,1.02,1.029,2.787,11.72,2.795,0.371,15,4.607,False
HD 136352_85,HD 136352,1.02,1.029,1.673,0.267,0.926,0.07,3,2.143,True
HD 136352_94,HD 136352,1.02,1.029,1.866,2.615,1.533,0.207,33,2.524,False
HD 136352_95,HD 136352,1.02,1.029,3.095,13.27,3.357,0.241,36,5.391,False
HD 140538 A_0,HD 140538 A,0.94,0.834,2.084,12.3,3.238,0.313,36,3.103,False
HD 140538 A_10,HD 140538 A,0.94,0.834,1.647,9.69,2.146,0.389,22,2.18,False
HD 140538 A_11,HD 140538 A,0.94,0.834,0.985,0.3,0.79,0.297,6,1.008,True
HD 140538 A_12,HD 140538 A,0.94,0.834,2.583,9.948,3.271,0.362,28,4.282,False
HD 140538 A_20,HD 140538 A,0.94,0.834,2.058,14.11,3.286,0.203,29,3.045,False
HD 140538 A_22,HD 140538 A,0.94,0.834,4.887,2.824,1.815,0.39,21,11.143,False
HD 140538 A_23,HD 140538 A,0.94,0.834,2.2,10.93,2.855,0.37,36,3.366,False
HD 140538 A_24,HD 140538 A,0.94,0.834,3.013,5.593,1.986,0.249,8,5.394,False
HD 140538 A_29,HD 140538 A,0.94,0.834,2.347,0.941,1.219,0.062,27,3.709,False
HD 140538 A_34,HD 140538 A,0.94,0.834,2.607,8.974,2.721,0.128,19,4.342,False
HD 140538 A_47,HD 140538 A,0.94,0.834,0.968,0.075,0.584,0.231,3,0.982,True
HD 140538 A_51,HD 140538 A,0.94,0.834,3.883,7.524,3.288,0.217,35,7.892,False
HD 140538 A_54,HD 140538 A,0.94,0.834,2.095,14.79,2.484,0.392,25,3.128,False
HD 140538 A_60,HD 140538 A,0.94,0.834,1.606,2.719,1.511,0.361,13,2.099,False
HD 140538 A_63,HD 140538 A,0.94,0.834,1.67,1.779,1.519,0.534,18,2.226,False
HD 140538 A_74,HD 140538 A,0.94,0.834,3.141,25.18,3.386,0.371,33,5.742,False
HD 140538 A_76,HD 140538 A,0.94,0.834,2.506,11.82,2.796,0.405,1,4.092,False
HD 140538 A_78,HD 140538 A,0.94,0.834,3.658,19.57,3.239,0.285,26,7.216,False
HD 140538 A_79,HD 140538 A,0.94,0.834,1.376,0.351,0.676,0.21,5,1.665,False
HD 140538 A_82,HD 140538 A,0.94,0.834,1.207,6.471,1.746,0.13,36,1.368,True
HD 140538 A_84,HD 140538 A,0.94,0.834,0.934,0.528,0.849,0.387,7,0.931,False
HD 141004_0,HD 141004,1.09,2.004,0.698,0.9,0.938,0.629,10,0.559,False
HD 141004_18,HD 141004,1.09,2.004,2.194,4.181,2.015,0.635,3,3.113,False
HD 141004_19,HD 141004,1.09,2.004,1.111,4.6,2.168,0.634,12,1.122,False
HD 141004_2,HD 141004,1.09,2.004,2.448,2.337,1.15,0.414,13,3.669,False
HD 141004_20,HD 141004,1.09,2.004,1.208,2.855,1.439,0.311,36,1.272,False
HD 141004_21,HD 141004,1.09,2.004,1.424,0.219,0.815,0.368,9,1.628,False
HD 141004_27,HD 141004,1.09,2.004,1.67,19.73,2.956,0.246,27,2.067,True
HD 141004_30,HD 141004,1.09,2.004,4.457,15.95,3.389,0.31,1,9.013,False
HD 141004_42,HD 141004,1.09,2.004,1.681,0.58,1.167,0.132,14,2.088,True
HD 141004_43,HD 141004,1.09,2.004,3.727,4.182,1.821,0.234,15,6.892,False
HD 141004_44,HD 141004,1.09,2.004,2.004,0.805,0.902,0.361,1,2.717,False
HD 141004_45,HD 141004,1.09,2.004,2.57,6.686,2.118,0.385,30,3.946,False
HD 141004_48,HD 141004,1.09,2.004,0.659,5.76,2.05,0.465,16,0.512,False
HD 141004_49,HD 141004,1.09,2.004,1.493,0.6,1.04,0.392,25,1.747,False
HD 141004_5,HD 141004,1.09,2.004,0.789,0.325,0.686,0.051,7,0.671,False
HD 141004_53,HD 141004,1.09,2.004,1.535,8.239,2.566,0.259,36,1.822,True
HD 141004_54,HD 141004,1.09,2.004,2.436,21.82,3.225,0.509,36,3.642,False
HD 141004_56,HD 141004,1.09,2.004,1.295,0.411,0.832,0.119,12,1.412,True
HD 141004_57,HD 141004,1.09,2.004,1.365,1.342,0.805,0.07,8,1.528,True
HD 141004_59,HD 141004,1.09,2.004,7.529,1.52,1.348,0.656,4,19.788,False
HD 141004_62,HD 141004,1.09,2.004,1.249,3.624,1.442,0.078,19,1.337,True
HD 141004_67,HD 141004,1.09,2.004,6.599,8.122,3.307,0.26,36,16.237,False
HD 141004_68,HD 141004,1.09,2.004,0.575,0.477,0.764,0.509,4,0.418,False
HD 141004_69,HD 141004,1.09,2.004,4.611,7.926,1.73,0.24,15,9.484,False
HD 141004_72,HD 141004,1.09,2.004,2.307,5.338,1.791,0.364,6,3.356,False
HD 142373_11,HD 142373,1.08,3.136,1.04,0.287,0.745,0.206,8,1.021,False
HD 142373_31,HD 142373,1.08,3.136,0.959,10.26,2.211,0.239,18,0.904,False
HD 142373_32,HD 142373,1.08,3.136,1.808,2.163,1.529,0.65,27,2.339,False
HD 142373_38,HD 142373,1.08,3.136,1.937,0.103,0.746,0.253,7,2.594,True
HD 142373_40,HD 142373,1.08,3.136,2.947,15.57,3.219,0.185,36,4.868,False
HD 142373_41,HD 142373,1.08,3.136,0.78,4.436,1.566,0.354,1,0.663,False
HD 142373_51,HD 142373,1.08,3.136,0.992,1.748,1.927,0.274,18,0.951,False
HD 142373_57,HD 142373,1.08,3.136,2.507,11.22,2.685,0.495,30,3.82,False
HD 142373_65,HD 142373,1.08,3.136,2.699,6.034,1.983,0.049,10,4.267,True
HD 142373_66,HD 142373,1.08,3.136,2.017,2.537,1.445,0.183,16,2.756,True
HD 142860_10,HD 142860,1.25,3.039,4.914,19.73,3.16,0.166,36,9.743,False
HD 142860_16,HD 142860,1.25,3.039,4.886,21.71,3.107,0.055,35,9.66,False
HD 142860_20,HD 142860,1.25,3.039,2.707,1.091,1.128,0.352,13,3.984,False
HD 142860_22,HD 142860,1.25,3.039,1.461,1.433,0.982,0.182,22,1.58,False
HD 142860_25,HD 142860,1.25,3.039,2.248,5.717,1.743,0.52,7,3.015,False
HD 142860_29,HD 142860,1.25,3.039,3.626,8.568,2.263,0.458,21,6.176,False
HD 142860_3,HD 142860,1.25,3.039,1.194,5.438,2.0,0.196,16,1.167,False
HD 142860_34,HD 142860,1.25,3.039,2.604,4.878,2.567,0.369,36,3.758,False
HD 142860_36,HD 142860,1.25,3.039,4.307,5.95,2.736,0.327,15,7.995,False
HD 142860_39,HD 142860,1.25,3.039,1.536,1.732,1.352,0.272,15,1.703,False
HD 142860_40,HD 142860,1.25,3.039,1.819,4.117,1.978,0.27,36,2.194,True
HD 142860_44,HD 142860,1.25,3.039,1.261,18.14,3.262,0.445,25,1.267,False
HD 142860_46,HD 142860,1.25,3.039,2.142,0.646,0.902,0.444,1,2.804,False
HD 142860_47,HD 142860,1.25,3.039,1.131,13.06,2.517,0.47,13,1.076,False
HD 142860_48,HD 142860,1.25,3.039,3.207,13.67,2.842,0.685,36,5.137,False
HD 142860_51,HD 142860,1.25,3.039,4.976,4.104,1.632,0.276,25,9.928,False
HD 142860_52,HD 142860,1.25,3.039,0.731,2.693,1.024,0.22,8,0.559,False
HD 142860_53,HD 142860,1.25,3.039,1.435,0.606,1.21,0.346,5,1.538,False
HD 142860_54,HD 142860,1.25,3.039,1.144,0.12,0.65,0.244,10,1.094,False
HD 142860_63,HD 142860,1.25,3.039,1.817,1.829,1.319,0.291,21,2.191,False
HD 142860_64,HD 142860,1.25,3.039,2.324,9.863,2.433,0.388,15,3.169,False
HD 142860_7,HD 142860,1.25,3.039,1.687,0.445,0.788,0.418,9,1.96,False
HD 142860_75,HD 142860,1.25,3.039,1.139,0.039,0.5,0.309,8,1.087,False
HD 142860_76,HD 142860,1.25,3.039,0.812,0.095,0.622,0.209,18,0.654,False
HD 142860_77,HD 142860,1.25,3.039,0.752,6.078,2.089,0.118,9,0.583,False
HD 142860_78,HD 142860,1.25,3.039,2.099,3.656,1.678,0.17,28,2.72,True
HD 142860_8,HD 142860,1.25,3.039,0.599,9.858,1.811,0.464,13,0.415,False
HD 142860_80,HD 142860,1.25,3.039,1.239,0.288,0.797,0.13,16,1.234,False
HD 142860_83,HD 142860,1.25,3.039,0.593,2.686,1.173,0.32,5,0.408,False
HD 142860_85,HD 142860,1.25,3.039,2.028,11.65,2.667,0.043,19,2.583,True
HD 142860_86,HD 142860,1.25,3.039,5.605,6.458,2.468,0.084,1,11.869,False
HD 142860_89,HD 142860,1.25,3.039,1.18,7.374,2.73,0.492,24,1.146,False
HD 142860_92,HD 142860,1.25,3.039,3.287,6.063,1.985,0.286,36,5.33,False
