PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,PlanetContrast,tReq_s,tReq_hr,Cp_e_s,Cb_e_s,Csp_e_s,DetStatus_Ideal,DetStatus_ETC_3hr,DetStatus_ETC_12hr,DetStatus_ETC_24hr,DetStatus,NDet,NObs,LastObs
HD 160691_4,HD 160691,2.415,0.073,1.777,2.687,15.604,1.0,1.899,0.150969,90.543675,2.31495,0.316008,1.2292584868685425e-10,2818.535131321991,0.7829264253672197,0.08958031722036265,0.37130382037562026,0.0004989917042064277,1,1,1,1,1,1,1,2035.073973
HD 160691_6,HD 160691,2.937,0.058,2.424,6.338,15.604,1.0,1.899,,,3.078793,0.013444,4.594852805660085e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.073973
HD 160691_7,HD 160691,3.23,0.098,2.375,5.354,15.604,1.0,1.899,,,2.915221,0.073174,3.2150283680704286e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.073973
HD 114710_0,HD 114710,1.415,0.117,0.681,0.147,9.197,1.11,1.357,,,1.554161,0.572765,7.060477248094005e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.076712
HD 114710_1,HD 114710,0.314,0.116,0.63,1.142,9.197,1.11,1.357,,,0.280366,0.874584,2.707072721365782e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.076712
HD 114710_2,HD 114710,2.258,0.018,0.683,0.173,9.197,1.11,1.357,,,2.21752,0.091858,5.9266144112932154e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.076712
HD 114710_4,HD 114710,0.861,0.053,0.898,0.439,9.197,1.11,1.357,0.090126,42.303831,0.815913,0.37984,2.803870094040598e-10,317.86531793787026,0.0882959216494084,0.3933084758751922,0.608804677078583,0.0020823307488928456,1,1,1,1,1,1,1,2035.076712
HD 114710_5,HD 114710,0.124,0.109,3.108,17.681,9.197,1.11,1.357,,,0.116059,0.958627,3.628290160494662e-07,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.076712
HD 1581_1,HD 1581,1.541,0.046,2.633,10.663,8.607,1.11,1.262,0.130006,227.28384,1.498888,0.728544,1.1783353186246872e-09,31.536234921220988,0.00876006525589472,1.9316329759923005,0.4697165300061363,0.0011550764350765344,1,1,1,1,1,1,1,2035.079452
HD 1581_2,HD 1581,0.181,0.101,0.988,1.538,8.607,1.11,1.262,,,0.166148,0.006285,1.3220912153132515e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.079452
HD 1581_3,HD 1581,1.491,0.126,2.76,10.6,8.607,1.11,1.262,,,1.663185,0.024466,5.205546134601801e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.079452
HD 1581_4,HD 1581,0.208,0.109,2.378,6.033,8.607,1.11,1.262,,,0.211921,0.101696,5.759494791780267e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.079452
HD 90839_0,HD 90839,3.665,0.022,0.781,0.186,12.945,1.18,1.605,,,3.608088,0.018731,6.971586398181624e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.082192
HD 90839_1,HD 90839,0.191,0.094,1.403,2.751,12.945,1.18,1.605,,,0.176277,0.162314,6.172476419107694e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.082192
HD 90839_2,HD 90839,3.378,0.112,1.125,1.619,12.945,1.18,1.605,,,3.312936,0.83692,6.896219921212548e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.082192
HD 90839_5,HD 90839,0.15,0.051,2.273,4.226,12.945,1.18,1.605,,,0.156414,0.201319,2.1820717491191855e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.082192
HD 33262 A_0,HD 33262 A,4.098,0.155,0.949,0.422,11.693,1.14,1.466,,,4.599798,0.170209,4.993125478861959e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.084932
HD 33262 A_1,HD 33262 A,3.3,0.062,1.368,1.583,11.693,1.14,1.466,,,3.448647,0.007715,8.344207669788832e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.084932
HD 33262 A_2,HD 33262 A,3.337,0.087,0.965,0.502,11.693,1.14,1.466,,,3.51598,0.133229,6.843856889387351e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.084932
HD 33262 A_4,HD 33262 A,1.015,0.091,2.255,9.306,11.693,1.14,1.466,,,0.97343,0.92334,2.9296450167665897e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.084932
HD 33262 A_5,HD 33262 A,0.358,0.206,1.487,2.029,11.693,1.14,1.466,,,0.423384,0.12548,9.993788714319512e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.084932
HD 33262 A_6,HD 33262 A,0.874,0.139,0.646,0.257,11.693,1.14,1.466,,,0.873606,0.063789,2.1381897741760816e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.084932
HD 33262 A_8,HD 33262 A,0.199,0.101,2.893,13.631,11.693,1.14,1.466,,,0.217154,0.014449,1.5766502730674972e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.084932
HD 109358_0,HD 109358,0.599,0.064,0.661,0.193,8.473,1.08,1.151,0.069141,227.604207,0.623544,0.341883,3.003141839885411e-10,445.5348216276338,0.12375967267434272,0.34491522989651163,0.7330195043429151,0.0029104295973217263,1,1,1,1,1,1,1,2035.087671
HD 109358_1,HD 109358,0.313,0.024,1.946,4.835,8.473,1.08,1.151,,,0.315814,0.327117,8.06418865463144e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.087671
HD 109358_3,HD 109358,0.172,0.066,1.409,1.609,8.473,1.08,1.151,,,0.18024,0.046651,2.140580605140945e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.087671
HD 109358_4,HD 109358,1.488,0.078,0.58,0.237,8.473,1.08,1.151,,,1.429324,0.577911,6.592816849487399e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.087671
HD 109358_5,HD 109358,3.968,0.05,3.285,25.806,8.473,1.08,1.151,,,4.021014,0.091972,3.8408210692122065e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.087671
HD 95128_1,HD 95128,2.285,0.074,0.586,0.282,13.887,1.07,1.577,,,2.381798,0.375462,1.5333672968080368e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.090411
HD 95128_2,HD 95128,4.586,0.035,0.538,0.083,13.887,1.07,1.577,,,4.677826,0.041073,2.473209448032442e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.090411
HD 95128_3,HD 95128,0.343,0.031,2.771,10.086,13.887,1.07,1.577,,,0.353603,0.062303,2.338465979075325e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.090411
HD 95128_4,HD 95128,2.15,0.173,1.218,6.511,13.887,1.07,1.577,,,2.514512,0.116864,1.76044730525469e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.090411
HD 95128_5,HD 95128,0.6,0.105,2.299,8.137,13.887,1.07,1.577,,,0.628863,0.379544,3.514331163828957e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.090411
HD 95128_6,HD 95128,0.335,0.024,2.419,8.582,13.887,1.07,1.577,,,0.339144,0.074693,2.942794103688558e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.090411
HD 95128_7,HD 95128,0.847,0.089,1.394,3.129,13.887,1.07,1.577,,,0.837404,0.068232,1.124785981430198e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.090411
HD 95128_8,HD 95128,0.588,0.034,2.182,8.46,13.887,1.07,1.577,,,0.601017,0.548617,4.83930960947603e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.090411
HD 143761_0,HD 143761,2.268,0.052,0.622,0.131,17.511,0.97,1.812,,,2.325042,0.787661,4.682481675700178e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.093151
HD 143761_3,HD 143761,0.463,0.017,0.834,0.619,17.511,0.97,1.812,,,0.469655,0.126633,2.2885484356974846e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.093151
HD 143761_4,HD 143761,1.096,0.157,0.808,0.895,17.511,0.97,1.812,,,1.208182,0.665913,1.7501398435494545e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.093151
HD 143761_5,HD 143761,0.834,0.096,1.155,1.684,17.511,0.97,1.812,,,0.912421,0.010869,1.143476983942975e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.093151
HD 143761_7,HD 143761,2.609,0.089,2.154,12.289,17.511,0.97,1.812,,,2.555132,0.186929,8.023027606803439e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.093151
HD 46588 A_0,HD 46588 A,1.961,0.092,1.375,5.123,18.202,1.18,1.826,,,1.833151,0.248014,9.616578520644608e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.09589
HD 46588 A_2,HD 46588 A,0.149,0.051,1.651,3.767,18.202,1.18,1.826,,,0.156474,0.866369,5.790186256205366e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.09589
HD 46588 A_4,HD 46588 A,0.634,0.042,1.252,1.899,18.202,1.18,1.826,,,0.608542,0.791122,2.2956978459488143e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.09589
HD 46588 A_5,HD 46588 A,0.119,0.052,0.593,0.101,18.202,1.18,1.826,,,0.122511,0.325734,5.411876789759873e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.09589
HD 46588 A_6,HD 46588 A,0.647,0.045,2.121,5.747,18.202,1.18,1.826,,,0.672957,0.846707,4.179675668670409e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.09589
HD 46588 A_7,HD 46588 A,1.085,0.088,1.256,5.584,18.202,1.18,1.826,,,1.023382,0.565923,6.122211018370645e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.09589
HD 46588 A_8,HD 46588 A,2.008,0.017,0.521,0.08,18.202,1.18,1.826,,,2.030361,0.039283,1.834277965603056e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.09589
HD 17051_0,HD 17051,1.593,0.055,0.8,0.166,17.357,1.14,1.737,,,1.669275,0.541329,6.60702040231757e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.09863
HD 17051_1,HD 17051,2.146,0.107,1.035,0.971,17.357,1.14,1.737,,,2.300806,0.26711,2.7448609627951504e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.09863
HD 17051_2,HD 17051,4.311,0.108,1.302,2.591,17.357,1.14,1.737,,,4.348216,0.51467,2.929197456555412e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.09863
HD 165499_0,HD 165499,3.777,0.071,0.637,0.161,17.753,1.08,1.731,,,3.566927,0.151356,4.3686032201786954e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.10137
HD 165499_1,HD 165499,0.192,0.04,0.654,0.106,17.753,1.08,1.731,,,0.199505,0.007925,5.5760137099171044e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.10137
HD 165499_3,HD 165499,0.221,0.065,0.75,0.229,17.753,1.08,1.731,,,0.215363,0.008384,6.288425606021255e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.10137
HD 165499_4,HD 165499,1.569,0.062,3.377,24.497,17.753,1.08,1.731,,,1.477677,0.018932,6.635174045783647e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.10137
HD 10700_0,HD 10700,1.625,0.099,0.563,0.087,3.652,0.94,0.506,,,1.703058,0.446833,3.3831266271820566e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.10411
HD 86728 A_0,HD 86728 A,0.138,0.113,0.53,0.078,14.926,1.0,1.378,,,0.127616,0.083858,6.925426029752279e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.106849
HD 86728 A_1,HD 86728 A,1.194,0.049,0.519,0.144,14.926,1.0,1.378,,,1.250739,0.035174,3.6358346331981048e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.106849
HD 86728 A_2,HD 86728 A,1.586,0.024,0.736,0.367,14.926,1.0,1.378,,,1.569948,0.092332,1.0488964008825425e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.106849
HD 86728 A_3,HD 86728 A,0.34,0.077,0.971,1.901,14.926,1.0,1.378,,,0.361352,0.13017,6.392540771172387e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.106849
HD 86728 A_4,HD 86728 A,3.143,0.15,2.985,16.709,14.926,1.0,1.378,0.104979,272.730787,2.676938,0.831142,6.260162079914607e-10,304.0490775663677,0.08445807710176881,0.3366449903343287,0.366509837939619,0.00046703182129975246,1,1,1,1,1,1,1,2035.106849
HD 86728 A_5,HD 86728 A,0.238,0.132,1.155,6.008,14.926,1.0,1.378,,,0.268464,0.218098,2.3428455597111002e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.106849
HD 86728 A_6,HD 86728 A,2.84,0.137,2.462,3.621,14.926,1.0,1.378,0.097827,215.755687,2.649606,0.852322,4.350977438797362e-10,577.1549746293414,0.16032082628592817,0.2266355565319735,0.3781890164372691,0.0005448930112840865,1,1,1,1,1,1,1,2035.106849
HD 20794_0,HD 20794,4.322,0.17,2.962,5.742,6.041,0.97,0.654,,,4.535975,0.020739,4.458848400652687e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.109589
HD 20794_1,HD 20794,2.398,0.095,1.302,2.525,6.041,0.97,0.654,,,2.274808,0.028646,6.6717622459237056e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.109589
HD 115617_0,HD 115617,1.956,0.004,0.732,1.017,8.534,0.97,0.825,,,1.961658,0.241474,2.1892382731999528e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.112329
HD 115617_1,HD 115617,0.76,0.09,2.931,6.157,8.534,0.97,0.825,0.085333,249.120274,0.782247,0.472301,3.6077447475913353e-09,17.836150860960217,0.004954486350266727,3.174361716570974,0.49351084509826076,0.001313705202357364,1,1,1,1,1,1,1,2035.112329
HD 115617_2,HD 115617,0.621,0.047,0.562,0.059,8.534,0.97,0.825,,,0.616337,0.017997,8.657240801705032e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.112329
HD 115617_3,HD 115617,0.199,0.073,3.38,12.207,8.534,0.97,0.825,,,0.21266,0.826334,1.2985621527953912e-07,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.112329
HD 115617_4,HD 115617,2.599,0.104,0.763,0.174,8.534,0.97,0.825,,,2.79906,0.616785,3.158595733264632e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.112329
HD 115617_5,HD 115617,2.098,0.045,1.487,3.177,8.534,0.97,0.825,0.170119,52.289102,2.015214,0.72834,3.250906724556217e-10,310.5343132706027,0.08625953146405631,0.34332322286439615,0.40351733282843516,0.0007137484538918605,1,1,1,1,1,1,1,2035.112329
HD 115617_6,HD 115617,3.003,0.084,0.942,0.936,8.534,0.97,0.825,,,3.083614,0.010483,6.671135677530942e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.112329
HD 53705_0,HD 53705,0.273,0.081,1.735,2.717,17.059,1.04,1.49,,,0.275829,0.121351,3.6312133102355512e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.115068
HD 53705_1,HD 53705,2.604,0.083,3.306,16.05,17.059,1.04,1.49,0.134807,221.765567,2.532985,0.134563,1.679571387222908e-10,3205.3779719356194,0.8903827699821165,0.08088686747302404,0.346748288496719,0.00033528815834708603,1,1,1,1,1,1,1,2035.115068
HD 53705_2,HD 53705,1.597,0.089,2.478,13.971,17.059,1.04,1.49,0.080995,160.634096,1.584075,0.099818,1.9935364421822237e-10,4306.5523283097955,1.19626453564161,0.07477425788390354,0.41398492734247394,0.0007835324173187852,1,1,1,1,1,1,1,2035.115068
HD 53705_3,HD 53705,0.715,0.026,1.359,2.038,17.059,1.04,1.49,,,0.704918,0.123179,2.931071779535429e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.115068
HD 53705_4,HD 53705,0.527,0.092,2.437,10.745,17.059,1.04,1.49,,,0.478644,0.751092,1.2253530528444143e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.115068
HD 55575_0,HD 55575,1.084,0.09,0.727,0.186,16.852,1.14,1.463,,,1.036145,0.588844,1.8191005869685351e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.117808
HD 55575_1,HD 55575,0.133,0.053,0.578,0.677,16.852,1.14,1.463,,,0.1263,0.702353,1.0724688778840042e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.117808
HD 20630_1,HD 20630,0.648,0.142,1.547,4.726,9.276,0.98,0.857,,,0.56862,0.162058,8.136337890207118e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.120548
HD 20630_5,HD 20630,1.387,0.083,0.621,0.63,9.276,0.98,0.857,,,1.275856,0.256287,3.6669357854130485e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.120548
HD 102365_0,HD 102365,1.154,0.024,2.235,11.472,9.319,1.02,0.844,0.109807,214.51138,1.127502,0.143884,3.045379720618588e-10,479.3486478565061,0.1331524021823628,0.2596079508182424,0.3994785723746751,0.0006868233842001266,1,1,1,1,1,1,1,2035.123288
HD 102365_1,HD 102365,4.021,0.031,1.113,0.834,9.319,1.02,0.844,,,4.145578,0.055443,2.4715604851031754e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.123288
HD 102365_2,HD 102365,0.113,0.031,0.976,0.303,9.319,1.02,0.844,,,0.116429,0.882412,4.003632289776339e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.123288
HD 39091_1,HD 39091,3.12,0.028,1.191,1.952,18.287,1.08,1.533,,,3.173871,0.075231,7.26247890163538e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.126027
HD 39091_2,HD 39091,2.865,0.029,0.677,0.089,18.287,1.08,1.533,,,2.787011,0.003808,1.6912595299968602e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.126027
HD 39091_3,HD 39091,3.55,0.072,1.069,0.919,18.287,1.08,1.533,,,3.619011,0.485703,2.943726598161075e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.126027
HD 39091_4,HD 39091,4.534,0.027,1.234,1.811,18.287,1.08,1.533,,,4.533934,0.673499,3.1488211172276176e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.126027
HD 39091_5,HD 39091,1.437,0.051,1.31,1.974,18.287,1.08,1.533,0.080784,249.947863,1.497016,0.479983,2.5064299811040536e-10,3365.513263419672,0.9348647953943533,0.08455173234745332,0.4047163376610886,0.0007217418194428835,1,1,1,1,1,1,1,2035.126027
HD 39091_6,HD 39091,0.67,0.012,2.604,6.457,18.287,1.08,1.533,,,0.664306,0.161131,2.128411125269897e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.126027
HD 20807_0,HD 20807,0.337,0.072,1.793,3.234,12.039,1.07,1.017,,,0.345681,0.039441,6.928161100109981e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.128767
HD 20807_1,HD 20807,1.546,0.069,0.954,0.846,12.039,1.07,1.017,0.103513,222.576291,1.622046,0.680646,1.8532483496236894e-10,1836.6699436718832,0.510186095464412,0.1143709596873155,0.3754252527001054,0.000526467919702995,1,1,1,1,1,1,1,2035.128767
HD 20807_2,HD 20807,2.979,0.055,2.038,8.298,12.039,1.07,1.017,,,3.022235,0.053014,1.5521018548628295e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.128767
HD 131156 A_0,HD 131156 A,0.922,0.01,2.426,6.027,6.754,0.96,0.553,0.133136,202.260317,0.91855,0.338368,1.5967095759748382e-09,30.223271739227055,0.008395353260896405,1.970897378562993,0.4250065294568539,0.0008570097647479854,1,1,1,1,1,1,1,2035.131507
HD 131156 A_1,HD 131156 A,1.097,0.147,1.932,4.971,6.754,0.96,0.553,0.093747,353.203099,1.180585,0.863922,1.62808743439076e-09,35.21196778006357,0.009781102161128768,1.781556941745321,0.4992124740162449,0.001351716061810592,1,1,1,1,1,1,1,2035.131507
HD 65907 A_0,HD 65907 A,0.584,0.099,0.585,0.122,16.172,1.11,1.29,,,0.530695,0.806233,6.858384477604272e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.134247
HD 65907 A_1,HD 65907 A,1.316,0.075,0.982,3.131,16.172,1.11,1.29,,,1.406452,0.049327,1.5918454761331166e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.134247
HD 65907 A_2,HD 65907 A,1.009,0.058,1.202,5.136,16.172,1.11,1.29,,,0.951303,0.507577,5.261485253369447e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.134247
HD 147513_0,HD 147513,1.541,0.04,0.645,0.152,12.892,1.07,1.001,,,1.602292,0.454063,4.964178450057854e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.136986
HD 147513_1,HD 147513,1.513,0.099,0.537,0.038,12.892,1.07,1.001,,,1.656618,0.526147,4.000698838868355e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.136986
HD 147513_2,HD 147513,4.633,0.075,1.379,7.403,12.892,1.07,1.001,,,4.323631,0.409173,2.5213687840255e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.136986
HD 147513_4,HD 147513,0.196,0.111,0.74,0.096,12.892,1.07,1.001,,,0.187103,0.967361,1.1800743601309435e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.136986
HD 147513_5,HD 147513,4.52,0.075,0.624,0.254,12.892,1.07,1.001,,,4.653085,0.47385,4.621166651128109e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.136986
HD 147513_6,HD 147513,1.743,0.075,1.796,2.912,12.892,1.07,1.001,0.099438,153.284711,1.612898,0.672757,5.71875028335233e-10,361.9428472865576,0.10053967980182156,0.30298733004726275,0.3750120088105622,0.0005237129604393738,1,1,1,1,1,1,1,2035.136986
HD 147513_7,HD 147513,2.47,0.028,0.667,0.174,12.892,1.07,1.001,,,2.403416,0.5088,1.8833849854562058e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.136986
HD 146233_0,HD 146233,0.356,0.047,2.679,8.19,14.137,1.02,1.094,,,0.36872,0.499327,1.940956688680908e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.139726
HD 146233_1,HD 146233,0.206,0.044,2.032,3.376,14.137,1.02,1.094,,,0.198802,0.615897,4.6562540187134e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.139726
HD 146233_4,HD 146233,0.539,0.141,1.433,3.682,14.137,1.02,1.094,,,0.601802,0.68858,2.9244290826387356e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.139726
HD 30495_0,HD 30495,1.934,0.08,0.989,1.288,13.24,1.04,0.966,0.096138,317.001186,2.085371,0.828034,1.3004292516977732e-10,6052.0436402717405,1.6811232334088169,0.05971864179304298,0.37893128536233395,0.0005498414707845189,1,1,1,1,1,1,1,2035.142466
HD 30495_2,HD 30495,0.416,0.06,1.179,0.557,13.24,1.04,0.966,,,0.431786,0.006333,2.7917630803792405e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.142466
HD 30495_3,HD 30495,1.848,0.089,0.623,0.48,13.24,1.04,0.966,,,1.788163,0.773898,6.678580411159887e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.142466
HD 50692_0,HD 50692,3.95,0.04,2.831,10.297,17.405,1.08,1.293,0.183918,114.241321,4.01098,0.684861,2.2770949501934784e-10,2419.872255283858,0.6721867375788495,0.09349276356489544,0.3379921619885614,0.0002769139816260353,1,1,1,1,1,1,1,2035.145205
HD 50692_1,HD 50692,0.28,0.064,0.734,0.092,17.405,1.08,1.293,,,0.297019,0.364884,9.739760692448712e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.145205
HD 50692_2,HD 50692,0.513,0.081,1.798,3.652,17.405,1.08,1.293,,,0.5453,0.141088,8.791010298352433e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.145205
HD 50692_3,HD 50692,0.925,0.032,2.849,9.197,17.405,1.08,1.293,,,0.919704,0.055757,3.794166300413898e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.145205
HD 190360_0,HD 190360,0.922,0.17,1.79,3.759,16.003,0.96,1.165,,,0.991392,0.834459,1.7810629760994779e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.147945
HD 190360_1,HD 190360,3.764,0.081,1.071,1.582,16.003,0.96,1.165,,,3.629986,0.259205,1.6737380795195805e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.147945
HD 190360_3,HD 190360,3.632,0.139,2.733,10.267,16.003,0.96,1.165,,,3.973937,0.041598,1.69850345963848e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.147945
HD 190360_4,HD 190360,1.735,0.021,0.534,0.045,16.003,0.96,1.165,,,1.770956,0.234962,1.0228689149891461e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.147945
HD 190360_5,HD 190360,0.581,0.08,1.934,2.88,16.003,0.96,1.165,,,0.536052,0.027282,2.9884216490692295e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.147945
HD 136352_0,HD 136352,1.127,0.083,0.501,0.05,14.739,1.02,1.029,,,1.219156,0.426369,5.2495325422186873e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.150685
HD 136352_2,HD 136352,0.995,0.082,1.549,3.519,14.739,1.02,1.029,,,0.913474,0.942275,2.108131118206784e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.150685
HD 136352_3,HD 136352,3.774,0.069,2.041,4.78,14.739,1.02,1.029,,,3.816297,0.434051,8.443555975382926e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.150685
HD 136352_4,HD 136352,1.831,0.068,0.826,0.342,14.739,1.02,1.029,,,1.92762,0.182111,2.3409460949538773e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.150685
HD 128621_0,HD 128621,0.181,0.076,0.591,0.281,1.332,0.94,0.503,0.112519,192.401713,0.174356,0.110094,9.015962322693729e-10,2.77031971244296,0.0007695332534563777,20.235344522702796,2.9140263032511253,0.01745047492337646,1,1,1,1,1,1,1,2035.153425
HD 128621_1,HD 128621,3.969,0.152,0.756,0.624,1.332,0.94,0.503,,,3.747176,0.325727,8.608438161758886e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.153425
HD 128621_3,HD 128621,4.377,0.084,0.667,0.424,1.332,0.94,0.503,,,4.659851,0.011773,1.8067766220070315e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,1,2035.153425
